0	0	1.19
0.1	0	71.3212
0.2	0	101.136
0.3	0	161.917
0.4	0	263.262
0.5	0	224.953
0.6	0	247.439
0.7	0	380.829
0.8	0	280.777
0.9	0	223.655
1	0	387.8
1.1	0	253.933
1.2	0	92.9272
1.3	0	284.952
1.4	0	163.247
1.5	0	-105.2
1.6	0	108.259
1.7	0	54.0797
1.8	0	-305.949
1.9	0	-84.7367
2	0	-18.6089
0	0.1	322.021
0.1	0.1	392.152
0.2	0.1	421.967
0.3	0.1	482.748
0.4	0.1	584.093
0.5	0.1	545.785
0.6	0.1	568.271
0.7	0.1	701.66
0.8	0.1	601.608
0.9	0.1	544.486
1	0.1	708.631
1.1	0.1	574.764
1.2	0.1	413.758
1.3	0.1	605.783
1.4	0.1	484.078
1.5	0.1	215.631
1.6	0.1	429.09
1.7	0.1	374.911
1.8	0.1	14.882
1.9	0.1	236.095
2	0.1	302.222
0	0.2	490.764
0.1	0.2	560.895
0.2	0.2	590.71
0.3	0.2	651.491
0.4	0.2	752.836
0.5	0.2	714.527
0.6	0.2	737.013
0.7	0.2	870.403
0.8	0.2	770.351
0.9	0.2	713.229
1	0.2	877.374
1.1	0.2	743.507
1.2	0.2	582.501
1.3	0.2	774.526
1.4	0.2	652.821
1.5	0.2	384.374
1.6	0.2	597.833
1.7	0.2	543.654
1.8	0.2	183.625
1.9	0.2	404.837
2	0.2	470.965
0	0.3	451.878
0.1	0.3	522.009
0.2	0.3	551.824
0.3	0.3	612.605
0.4	0.3	713.95
0.5	0.3	675.641
0.6	0.3	698.127
0.7	0.3	831.516
0.8	0.3	731.465
0.9	0.3	674.342
1	0.3	838.488
1.1	0.3	704.621
1.2	0.3	543.615
1.3	0.3	735.64
1.4	0.3	613.934
1.5	0.3	345.487
1.6	0.3	558.947
1.7	0.3	504.767
1.8	0.3	144.738
1.9	0.3	365.951
2	0.3	432.079
0	0.4	140.337
0.1	0.4	210.468
0.2	0.4	240.283
0.3	0.4	301.064
0.4	0.4	402.409
0.5	0.4	364.1
0.6	0.4	386.587
0.7	0.4	519.976
0.8	0.4	419.924
0.9	0.4	362.802
1	0.4	526.947
1.1	0.4	393.08
1.2	0.4	232.074
1.3	0.4	424.099
1.4	0.4	302.394
1.5	0.4	33.9469
1.6	0.4	247.406
1.7	0.4	193.227
1.8	0.4	-166.802
1.9	0.4	54.4104
2	0.4	120.538
0	0.5	-179.927
0.1	0.5	-109.796
0.2	0.5	-79.9813
0.3	0.5	-19.2
0.4	0.5	82.1447
0.5	0.5	43.8361
0.6	0.5	66.3222
0.7	0.5	199.712
0.8	0.5	99.66
0.9	0.5	42.5375
1	0.5	206.683
1.1	0.5	72.8159
1.2	0.5	-88.19
1.3	0.5	103.835
1.4	0.5	-17.8705
1.5	0.5	-286.317
1.6	0.5	-72.8583
1.7	0.5	-127.038
1.8	0.5	-487.066
1.9	0.5	-265.854
2	0.5	-199.726
0	0.6	-367.053
0.1	0.6	-296.922
0.2	0.6	-267.107
0.3	0.6	-206.326
0.4	0.6	-104.981
0.5	0.6	-143.29
0.6	0.6	-120.804
0.7	0.6	12.5856
0.8	0.6	-87.466
0.9	0.6	-144.588
1	0.6	19.557
1.1	0.6	-114.31
1.2	0.6	-275.316
1.3	0.6	-83.291
1.4	0.6	-204.996
1.5	0.6	-473.443
1.6	0.6	-259.984
1.7	0.6	-314.163
1.8	0.6	-674.192
1.9	0.6	-452.98
2	0.6	-386.852
0	0.7	-592.704
0.1	0.7	-522.573
0.2	0.7	-492.758
0.3	0.7	-431.977
0.4	0.7	-330.632
0.5	0.7	-368.94
0.6	0.7	-346.454
0.7	0.7	-213.065
0.8	0.7	-313.117
0.9	0.7	-370.239
1	0.7	-206.094
1.1	0.7	-339.961
1.2	0.7	-500.967
1.3	0.7	-308.942
1.4	0.7	-430.647
1.5	0.7	-699.094
1.6	0.7	-485.635
1.7	0.7	-539.814
1.8	0.7	-899.843
1.9	0.7	-678.63
2	0.7	-612.503
0	0.8	-291.446
0.1	0.8	-221.315
0.2	0.8	-191.5
0.3	0.8	-130.719
0.4	0.8	-29.3741
0.5	0.8	-67.6827
0.6	0.8	-45.1966
0.7	0.8	88.1927
0.8	0.8	-11.8588
0.9	0.8	-68.9814
1	0.8	95.1642
1.1	0.8	-38.7029
1.2	0.8	-199.709
1.3	0.8	-7.6839
1.4	0.8	-129.389
1.5	0.8	-397.836
1.6	0.8	-184.377
1.7	0.8	-238.556
1.8	0.8	-598.585
1.9	0.8	-377.373
2	0.8	-311.245
0	0.9	131.461
0.1	0.9	201.592
0.2	0.9	231.407
0.3	0.9	292.188
0.4	0.9	393.533
0.5	0.9	355.224
0.6	0.9	377.71
0.7	0.9	511.1
0.8	0.9	411.048
0.9	0.9	353.926
1	0.9	518.071
1.1	0.9	384.204
1.2	0.9	223.198
1.3	0.9	415.223
1.4	0.9	293.518
1.5	0.9	25.0707
1.6	0.9	238.53
1.7	0.9	184.351
1.8	0.9	-175.678
1.9	0.9	45.5343
2	0.9	111.662
0	1	102.679
0.1	1	172.81
0.2	1	202.625
0.3	1	263.407
0.4	1	364.751
0.5	1	326.443
0.6	1	348.929
0.7	1	482.318
0.8	1	382.266
0.9	1	325.144
1	1	489.289
1.1	1	355.422
1.2	1	194.416
1.3	1	386.441
1.4	1	264.736
1.5	1	-3.71092
1.6	1	209.748
1.7	1	155.569
1.8	1	-204.46
1.9	1	16.7526
2	1	82.8804
